employee_id,survey_date,engagement_score,work_life_balance,manager_support
E101234,2019-10-01,4,4,1
E101235,2022-08-14,3,3,2
E101235,2022-07-14,3,5,3
E101236,2019-07-11,4,5,5
E101236,2019-10-07,5,3,4
E101237,2021-08-07,5,5,5
E101238,2023-05-03,3,3,4
E101239,2023-05-20,2,3,3
E101240,2023-03-11,5,3,3
E101240,2023-10-11,3,4,3
E101241,2023-04-02,1,1,3
E101241,2019-12-13,2,1,3
E101241,2023-03-15,3,5,5
E101242,2020-04-12,2,2,2
E101243,2023-09-08,4,3,5
E101243,2021-10-04,4,3,4
E101244,2020-09-04,1,2,1
E101245,2020-09-05,2,4,5
E101245,2021-02-25,5,3,2
E101245,2020-03-28,2,4,5
E101246,2021-12-27,2,1,4
E101246,2022-04-25,1,5,1
E101247,2020-11-04,3,3,2
E101248,2019-04-03,4,3,2
E101248,2019-09-30,3,3,2
E101249,2022-12-20,1,2,5
E101249,2023-04-14,1,3,4
E101250,2021-02-03,5,1,4
E101251,2020-09-06,2,3,4
E101251,2021-08-09,3,3,2
E101252,2019-05-02,5,5,5
E101253,2022-06-06,1,1,5
E101254,2020-11-18,1,5,4
E101254,2021-06-12,5,1,1
E101254,2021-03-07,1,2,3
E101255,2022-03-25,2,4,1
E101255,2021-04-12,4,5,3
E101256,2021-04-04,4,2,4
E101256,2020-01-09,4,1,3
E101257,2020-01-29,2,5,4
E101257,2019-12-10,1,3,2
E101258,2021-04-16,3,2,5
E101258,2022-01-31,5,4,1
E101259,2022-05-08,2,1,2
E101259,2023-01-27,4,5,2
E101259,2022-04-24,5,2,1
E101260,2020-08-21,3,1,2
E101261,2020-09-03,1,1,4
E101261,2019-03-24,1,4,2
E101262,2022-12-04,4,5,2
E101263,2023-09-19,5,2,1
E101264,2022-08-05,2,4,4
E101265,2023-08-12,4,2,1
E101265,2019-11-04,2,1,2
E101266,2020-12-02,3,1,3
E101267,2020-08-08,1,4,5
E101267,2020-05-15,5,1,1
E101267,2019-07-20,4,3,1
E101268,2020-03-16,1,2,4
E101268,2021-12-10,5,3,5
E101269,2019-09-05,3,5,5
E101269,2021-07-05,1,3,1
E101270,2020-01-15,3,1,2
E101270,2022-04-26,5,3,1
E101271,2022-06-21,4,5,1
E101271,2021-03-24,1,3,4
E101271,2021-02-28,5,5,3
E101272,2021-08-02,4,3,4
E101272,2022-01-25,3,5,3
E101272,2020-09-25,3,1,5
E101273,2021-05-20,4,1,4
E101273,2021-05-25,2,1,5
E101274,2021-12-13,4,4,2
E101274,2021-02-10,5,2,1
E101275,2021-04-28,1,5,1
E101275,2021-08-11,4,1,4
E101276,2023-01-22,5,1,2
E101276,2019-09-29,5,1,5
E101277,2020-08-24,3,3,3
E101278,2019-08-17,2,1,2
E101278,2022-02-14,5,1,1
E101279,2022-12-03,2,1,3
E101280,2022-01-26,3,3,2
E101280,2021-05-31,1,5,1
E101281,2022-05-13,1,2,2
E101281,2020-03-12,1,5,5
E101282,2022-07-08,4,3,5
E101283,2020-12-26,4,1,4
E101283,2022-01-01,5,2,2
E101284,2022-04-10,1,3,1
E101284,2021-01-17,4,4,2
E101285,2022-05-16,1,4,4
E101286,2022-02-18,1,5,3
E101286,2023-10-30,4,5,2
E101287,2019-04-04,2,4,3
E101288,2023-05-13,2,1,2
E101288,2019-09-04,1,5,3
E101289,2019-12-04,5,3,5
E101289,2023-08-07,2,2,3
E101290,2020-12-26,4,5,3
E101291,2019-03-23,3,3,1
E101292,2023-10-19,2,4,3
E101292,2021-11-19,1,5,5
E101292,2019-08-30,3,2,3
E101293,2022-05-13,5,5,4
E101294,2021-04-24,1,4,3
E101294,2021-05-01,2,4,5
E101295,2022-09-22,1,1,1
E101296,2020-10-01,4,5,2
E101296,2023-03-25,4,2,3
E101296,2021-03-30,3,5,3
E101297,2022-07-08,1,5,3
E101297,2019-05-02,1,1,3
E101298,2023-03-09,2,3,2
E101299,2023-10-31,3,3,1
E101300,2021-05-17,3,4,1
E101301,2020-03-03,1,1,5
E101302,2023-04-28,5,4,2
E101302,2021-03-14,1,3,2
E101303,2023-09-01,4,4,2
E101303,2021-04-30,4,1,2
E101303,2023-06-11,3,1,4
E101304,2021-07-09,3,4,2
E101305,2023-10-30,2,5,4
E101306,2020-02-12,5,2,5
E101306,2020-05-08,1,2,1
E101306,2023-06-09,4,3,3
E101307,2020-02-12,1,1,5
E101307,2023-09-21,2,2,1
E101308,2022-09-01,1,3,2
E101308,2022-10-21,3,4,4
E101309,2020-03-30,5,1,2
E101309,2023-03-07,3,1,3
E101309,2020-03-09,3,2,1
E101310,2023-04-23,3,3,3
E101310,2022-08-13,3,1,5
E101311,2022-12-04,4,2,1
E101311,2020-04-06,3,5,2
E101312,2023-02-17,1,3,2
E101312,2019-06-14,2,3,1
E101313,2020-07-24,3,4,1
E101314,2021-09-15,4,4,1
E101314,2023-03-21,4,3,2
E101315,2021-07-21,3,2,5
E101315,2019-11-18,5,5,1
E101315,2023-06-06,5,2,2
E101316,2022-06-04,5,1,4
E101316,2020-09-05,5,5,3
E101317,2020-01-15,4,4,4
E101317,2023-02-15,3,4,1
E101318,2021-10-03,2,3,4
E101318,2020-03-14,4,5,1
E101318,2021-11-05,4,2,3
E101319,2019-12-07,2,5,2
E101319,2022-08-23,2,5,1
E101320,2022-11-07,1,4,1
E101321,2022-02-21,3,4,3
E101322,2022-03-16,4,5,3
E101322,2022-08-23,3,1,3
E101323,2019-05-15,4,2,4
E101323,2021-01-05,1,4,5
E101323,2020-05-06,5,4,5
E101324,2023-01-30,5,2,2
E101325,2022-06-23,1,5,1
E101325,2021-03-25,2,5,3
E101325,2020-01-13,3,2,3
E101326,2022-04-27,1,5,4
E101326,2020-09-13,2,2,1
E101327,2022-09-08,5,1,2
E101327,2021-04-21,1,1,3
E101328,2022-11-09,3,2,5
E101329,2022-10-06,2,4,1
E101329,2021-09-21,5,3,3
E101330,2023-04-03,1,3,2
E101330,2023-09-04,3,4,2
E101330,2022-07-14,2,4,5
E101331,2023-10-20,3,4,4
E101332,2021-05-31,1,4,3
E101333,2019-11-12,2,5,3
E101333,2019-11-07,4,5,5
E101333,2023-01-31,3,2,2
E101334,2021-03-01,3,3,3
E101334,2021-10-16,4,3,3
E101335,2021-07-28,5,5,3
E101336,2022-07-07,5,1,1
E101336,2022-08-12,4,4,2
E101336,2022-07-16,5,5,3
E101337,2022-04-16,3,3,4
E101337,2020-03-18,1,5,5
E101337,2021-02-20,3,3,3
E101338,2023-09-01,4,2,3
E101338,2020-06-04,1,4,2
E101339,2020-12-04,1,2,3
E101339,2023-01-30,5,1,3
E101339,2022-03-11,4,5,4
E101340,2020-02-10,5,4,1
E101340,2022-08-05,2,2,5
E101340,2021-02-18,1,4,1
E101341,2021-10-21,1,5,5
E101342,2019-12-29,3,4,5
E101342,2019-03-15,3,4,1
E101342,2019-09-18,2,2,2
E101343,2023-10-17,5,2,2
E101343,2021-05-02,5,2,5
E101344,2019-11-20,5,5,3
E101344,2019-08-22,5,2,1
E101345,2021-09-26,5,3,1
E101346,2022-03-13,4,3,4
E101347,2023-02-25,1,4,5
E101348,2020-04-18,5,5,5
E101348,2020-06-20,1,1,5
E101349,2020-12-08,5,3,3
E101349,2021-02-22,4,1,1
E101350,2023-01-05,3,2,2
E101350,2021-11-29,3,4,5
E101350,2021-05-20,5,4,3
E101351,2021-06-18,3,2,2
E101351,2020-12-02,1,3,3
E101351,2019-08-23,1,1,5
E101352,2020-03-09,4,1,1
E101352,2021-04-28,1,5,4
E101352,2022-05-26,1,5,1
E101353,2019-10-03,5,5,2
E101354,2019-09-04,3,1,1
E101354,2020-08-23,4,2,5
E101354,2020-08-14,1,1,3
E101355,2021-01-06,1,2,2
E101355,2022-06-11,1,5,5
E101356,2023-04-18,3,2,4
E101356,2023-07-13,5,2,3
E101357,2019-10-02,4,2,1
E101358,2021-10-15,4,3,1
E101358,2022-08-24,2,5,3
E101359,2022-05-12,3,5,5
E101359,2023-05-14,1,2,3
E101360,2023-06-30,5,2,4
E101360,2022-06-23,3,2,2
E101360,2020-02-21,3,5,3
E101361,2023-03-27,3,4,4
E101361,2020-05-11,2,5,5
E101362,2019-11-23,3,1,1
E101363,2020-04-29,2,3,2
E101364,2021-04-05,2,2,1
E101365,2022-12-12,2,2,5
E101365,2021-09-06,4,2,5
E101366,2019-04-14,2,5,5
E101366,2021-06-11,5,2,1
E101366,2019-09-27,1,5,1
E101367,2019-06-23,1,1,2
E101367,2019-08-19,5,2,1
E101367,2021-02-11,3,2,2
E101368,2023-04-08,5,4,4
E101368,2020-01-02,3,2,2
E101369,2022-06-05,5,2,5
E101369,2021-12-11,1,4,5
E101369,2021-10-07,2,1,4
E101370,2020-11-12,3,1,3
E101371,2019-12-24,3,4,4
E101372,2023-05-01,3,1,5
E101372,2019-12-16,4,1,4
E101372,2021-04-21,4,1,2
E101373,2019-09-29,4,2,3
E101374,2020-03-22,1,3,2
E101374,2023-03-22,1,2,1
E101374,2023-08-05,5,2,3
E101375,2022-11-12,1,2,4
E101375,2019-07-08,3,3,2
E101375,2020-07-29,1,4,3
E101376,2019-08-10,3,4,5
E101376,2021-12-17,2,5,2
E101377,2023-02-05,1,5,5
E101378,2022-06-04,2,4,5
E101378,2019-11-02,4,3,2
E101379,2019-07-14,5,4,5
E101379,2019-12-18,5,1,5
E101379,2019-03-15,3,2,2
E101380,2023-03-16,4,4,3
E101380,2020-09-01,1,4,2
E101380,2019-09-14,1,4,1
E101381,2021-11-24,1,5,5
E101382,2022-10-21,3,3,5
E101383,2022-02-12,5,2,2
E101383,2021-05-17,5,4,1
E101384,2019-05-31,3,1,2
E101384,2022-01-05,5,3,5
E101384,2022-11-03,2,3,4
E101385,2021-10-31,3,2,2
E101385,2022-07-13,1,3,3
E101386,2022-05-17,1,2,2
E101386,2020-09-20,1,2,1
E101386,2022-07-26,2,2,1
E101387,2023-02-05,1,2,1
E101388,2022-03-04,2,4,5
E101388,2021-06-20,2,4,5
E101389,2021-09-16,2,3,1
E101389,2019-04-12,1,1,2
E101389,2020-08-07,3,3,5
E101390,2022-04-20,2,4,5
E101390,2023-02-12,3,2,3
E101391,2019-11-06,1,3,3
E101391,2020-07-03,1,5,4
E101391,2021-09-14,4,5,2
E101392,2021-05-26,4,5,3
E101392,2021-07-20,1,2,2
E101392,2020-11-19,4,2,1
E101393,2019-12-18,3,4,5
E101393,2020-12-13,4,2,2
E101393,2022-03-03,4,2,2
E101394,2023-07-16,3,1,5
E101394,2022-11-20,2,1,1
E101395,2021-12-09,4,1,4
E101395,2022-05-17,3,5,5
E101395,2023-11-01,5,2,3
E101396,2020-10-10,1,2,5
E101396,2020-02-05,5,4,3
E101397,2022-02-13,3,5,5
E101397,2022-05-30,5,3,1
E101398,2023-04-22,5,1,5
E101398,2021-11-19,3,1,3
E101399,2019-09-16,4,1,2
E101399,2020-02-23,2,1,4
E101400,2022-10-04,4,3,5
E101401,2023-08-28,3,5,2
E101401,2020-09-08,5,5,3
E101402,2023-06-14,4,1,5
E101403,2019-10-06,5,3,3
E101403,2020-03-27,5,3,4
E101404,2021-12-29,5,1,3
E101404,2020-10-24,1,3,2
E101404,2020-12-05,4,2,4
E101405,2020-09-05,1,5,2
E101406,2022-10-21,4,1,1
E101407,2021-08-15,3,3,1
E101407,2020-01-14,2,4,4
E101408,2023-02-21,1,1,2
E101409,2020-10-16,3,3,5
E101409,2021-02-11,2,2,1
E101409,2021-04-21,2,1,4
E101410,2020-10-20,2,1,5
E101411,2022-04-15,1,3,2
E101412,2019-04-28,5,2,2
E101413,2023-05-28,2,1,1
E101413,2023-04-15,3,1,3
E101414,2019-11-03,5,1,4
E101414,2021-01-24,1,2,2
E101414,2020-05-18,1,2,3
E101415,2019-05-23,4,5,4
E101416,2019-12-18,1,1,2
E101416,2023-02-24,5,4,5
E101416,2023-05-09,2,4,4
E101417,2022-05-30,5,1,1
E101418,2022-03-09,2,5,1
E101419,2022-05-08,1,2,2
E101419,2020-06-23,1,5,2
E101420,2020-02-06,1,2,2
E101420,2023-03-25,2,4,5
E101421,2023-10-27,1,5,3
E101421,2019-07-22,5,1,2
E101421,2020-01-09,2,3,1
E101422,2020-01-03,1,5,2
E101422,2022-03-30,3,4,1
E101422,2019-05-11,3,4,4
E101423,2023-09-29,3,3,3
E101424,2020-06-30,2,4,5
E101425,2020-04-30,5,5,5
E101425,2020-11-03,5,2,2
E101426,2020-10-13,1,2,2
E101426,2020-02-28,1,1,5
E101426,2019-06-29,2,2,4
E101427,2019-06-22,4,5,3
E101427,2022-02-11,4,1,2
E101427,2023-10-29,2,3,5
E101428,2021-11-26,2,1,4
E101428,2023-10-31,2,5,4
E101428,2021-11-18,5,3,5
E101429,2022-12-27,2,4,4
E101430,2020-07-16,2,5,5
E101431,2023-03-20,3,3,1
E101432,2022-01-23,5,5,2
E101433,2023-04-12,3,1,3
E101434,2019-08-30,2,1,2
E101434,2023-03-11,3,5,1
E101435,2020-01-05,3,1,5
E101435,2021-12-26,2,2,4
E101435,2019-04-12,2,2,2
E101436,2019-10-19,3,1,1
E101437,2020-10-04,3,3,5
E101438,2023-03-27,2,5,4
E101438,2019-11-13,5,2,5
E101439,2019-04-20,1,3,4
E101440,2020-05-16,1,1,3
E101440,2019-11-08,3,4,4
E101441,2021-09-28,3,2,2
E101441,2021-11-25,4,3,3
E101441,2021-07-11,5,1,1
E101442,2021-10-07,4,1,4
E101442,2020-08-08,1,3,5
E101442,2023-10-25,2,2,4
E101443,2020-09-25,5,1,1
E101443,2023-01-14,4,3,2
E101444,2023-09-04,5,2,3
E101444,2022-01-29,4,2,4
E101444,2022-09-25,3,4,3
E101445,2023-08-23,2,3,3
E101446,2022-03-14,3,4,4
E101447,2022-12-08,4,4,2
E101447,2023-09-21,1,5,4
E101448,2020-08-20,5,2,4
E101449,2023-01-05,3,4,4
E101449,2022-10-22,1,4,5
E101450,2021-01-03,1,5,4
E101450,2022-05-07,1,3,4
E101451,2022-03-18,4,5,1
E101452,2020-07-25,1,2,4
E101453,2019-09-01,2,4,1
E101454,2020-09-09,5,1,1
E101454,2023-02-24,1,3,5
E101455,2021-08-08,5,3,3
E101455,2020-01-31,1,5,3
E101456,2019-12-22,4,4,4
E101457,2023-09-22,5,4,3
E101457,2019-09-13,4,1,3
E101457,2021-08-09,2,3,4
E101458,2019-09-17,1,1,1
E101458,2019-04-11,2,4,3
E101459,2022-12-25,3,3,1
E101460,2020-08-22,2,4,2
E101461,2019-12-23,2,4,3
E101461,2022-10-16,5,1,1
E101461,2023-09-22,1,4,2
E101462,2023-04-25,1,5,2
E101463,2021-11-26,4,4,2
E101463,2020-02-02,4,3,4
E101463,2022-03-27,5,2,4
E101464,2021-06-13,3,2,2
E101464,2021-07-24,2,5,3
E101465,2020-09-21,1,3,2
E101465,2019-12-23,5,1,2
E101465,2019-06-13,2,4,3
E101466,2020-05-27,3,4,5
E101466,2022-06-28,5,1,4
E101466,2021-06-24,5,5,5
E101467,2023-09-09,5,3,2
E101468,2020-11-20,1,2,4
E101468,2023-02-06,3,3,5
E101469,2019-12-02,3,1,4
E101469,2019-11-12,5,3,3
E101470,2022-05-30,2,3,4
E101470,2021-02-15,1,3,5
E101470,2019-09-26,1,5,2
E101471,2020-07-31,4,2,5
E101471,2023-03-23,1,4,1
E101471,2020-01-03,4,3,2
E101472,2021-06-29,1,1,3
E101472,2022-10-23,5,4,1
E101473,2020-05-02,3,1,3
E101474,2021-10-07,3,5,4
E101474,2020-11-04,3,5,5
E101474,2021-09-08,4,2,2
E101475,2020-08-23,2,4,2
E101475,2021-12-25,4,3,5
E101476,2022-10-16,1,2,2
E101476,2019-12-28,5,2,2
E101476,2021-05-18,5,2,1
E101477,2021-01-21,1,3,3
E101477,2021-02-28,1,4,1
E101477,2021-08-07,4,5,5
E101478,2020-01-02,4,3,1
E101478,2022-06-24,4,5,3
E101478,2020-05-28,4,3,1
E101479,2020-11-16,3,4,2
E101480,2020-05-02,1,5,2
E101480,2023-04-27,1,5,5
E101481,2020-07-28,2,1,5
E101481,2019-05-05,4,4,3
E101482,2021-05-30,3,4,2
E101482,2020-07-12,4,3,3
E101483,2019-05-16,3,3,1
E101483,2020-06-11,5,5,3
E101484,2019-12-31,1,5,2
E101484,2019-04-30,4,4,2
E101484,2023-08-25,1,3,2
E101485,2022-11-27,2,4,4
E101486,2021-07-29,2,2,2
E101486,2021-02-05,5,1,1
E101486,2021-05-22,1,5,4
E101487,2023-06-01,2,2,2
E101488,2021-07-09,4,1,2
E101489,2019-11-05,2,5,4
E101490,2021-05-17,4,2,2
E101490,2022-05-03,3,5,1
E101491,2022-10-20,4,4,3
E101491,2022-09-21,4,3,1
E101491,2019-12-12,1,5,4
E101492,2020-01-18,5,3,5
E101492,2021-11-07,1,4,3
E101493,2019-06-19,4,4,1
E101493,2022-06-25,3,1,3
E101493,2021-12-01,3,5,3
E101494,2020-11-21,1,1,5
E101494,2022-03-22,1,3,2
E101495,2020-02-20,5,5,3
E101495,2020-10-09,5,4,3
E101496,2022-09-20,5,1,4
E101496,2021-06-21,4,1,5
E101496,2019-12-04,3,5,5
E101497,2019-10-12,2,3,1
E101497,2021-02-27,5,1,5
E101497,2019-07-04,5,1,1
E101498,2023-07-03,1,4,5
E101498,2021-01-19,4,2,2
E101498,2020-01-07,5,1,3
E101499,2019-11-21,1,3,5
E101499,2020-11-25,4,5,2
E101500,2020-03-02,3,2,3
E101501,2022-03-02,1,4,4
E101502,2022-06-22,1,4,1
E101502,2022-06-29,3,2,1
E101502,2022-05-07,2,5,5
E101503,2022-09-16,3,5,3
E101503,2022-09-05,1,4,4
E101503,2021-03-11,3,1,2
E101504,2020-10-14,1,3,1
E101504,2021-11-14,4,1,2
E101504,2020-09-01,2,2,3
E101505,2020-05-06,5,2,1
E101505,2019-12-22,3,3,5
E101506,2023-07-23,4,4,4
E101506,2019-08-23,3,3,3
E101506,2021-01-05,3,3,1
E101507,2020-03-24,2,2,5
E101508,2023-04-13,3,4,2
E101509,2023-03-08,4,3,4
E101510,2019-04-01,2,2,2
E101510,2019-10-16,2,4,1
E101510,2019-05-12,1,3,4
E101511,2021-08-26,1,2,1
E101511,2020-10-08,1,3,5
E101512,2019-08-23,3,1,2
E101512,2020-08-11,4,5,3
E101512,2022-08-20,4,2,5
E101513,2023-02-09,4,4,5
E101514,2021-07-31,4,4,5
E101515,2019-10-08,1,3,5
E101515,2023-04-08,1,5,2
E101515,2022-01-27,5,3,5
E101516,2020-02-08,5,3,4
E101516,2021-08-08,4,3,5
E101517,2019-07-25,5,1,2
E101517,2022-07-21,3,4,1
E101518,2023-10-14,1,5,5
E101518,2019-09-01,5,1,2
E101518,2022-01-04,4,4,3
E101519,2020-11-16,2,5,5
E101519,2019-11-24,4,5,4
E101519,2022-09-04,3,5,3
E101520,2022-10-11,1,5,5
E101520,2019-09-19,3,1,4
E101521,2021-10-03,1,2,2
E101521,2023-06-10,4,4,4
E101522,2019-09-16,2,5,3
E101523,2022-01-28,3,3,4
E101523,2023-07-18,1,5,3
E101524,2023-09-10,1,2,3
E101524,2023-03-28,4,4,4
E101525,2022-09-28,5,5,3
E101525,2022-03-22,5,2,1
E101526,2022-02-10,3,2,1
E101527,2022-11-03,5,4,5
E101527,2021-06-20,4,4,3
E101527,2021-12-12,5,5,5
E101528,2020-03-09,5,3,2
E101528,2023-04-11,1,4,2
E101529,2023-01-24,2,5,2
E101529,2023-05-26,1,5,5
E101529,2022-04-21,3,2,1
E101530,2021-04-14,3,4,5
E101531,2022-10-06,4,1,3
E101531,2023-10-07,1,2,3
E101531,2021-08-03,5,1,3
E101532,2021-11-17,3,3,4
E101533,2021-03-01,3,2,5
E101534,2021-06-06,4,2,2
E101535,2020-03-27,1,5,5
E101535,2020-06-30,2,3,3
E101535,2021-09-30,2,4,4
E101536,2021-01-19,2,5,1
E101536,2021-06-25,3,1,4
E101536,2020-11-14,2,4,4
E101537,2022-11-16,3,3,2
E101538,2022-06-10,3,1,2
E101538,2021-12-21,1,1,5
E101538,2023-10-27,1,2,5
E101539,2019-06-05,4,4,5
E101540,2021-01-20,4,1,2
E101540,2020-07-27,1,5,4
E101541,2021-04-30,2,4,1
E101541,2019-03-13,4,5,4
E101542,2023-09-05,4,5,5
E101543,2023-05-14,3,5,1
E101543,2022-07-25,5,2,5
E101544,2022-01-14,4,4,3
E101544,2022-11-14,2,4,4
E101545,2020-11-15,4,2,4
E101545,2023-04-02,4,1,3
E101545,2020-02-19,4,4,2
E101546,2020-02-03,1,5,5
E101546,2022-11-27,5,1,2
E101547,2023-03-23,2,2,5
E101548,2019-08-21,1,2,4
E101549,2023-10-05,2,3,3
E101549,2022-10-24,3,1,2
E101549,2022-07-24,2,2,4
E101550,2023-01-08,4,5,5
E101550,2021-12-03,5,4,2
E101550,2022-04-04,5,5,4
E101551,2020-01-11,5,1,5
E101551,2022-08-30,4,1,2
E101551,2021-12-30,5,4,2
E101552,2020-09-14,5,1,3
E101553,2019-05-02,2,4,5
E101553,2021-09-30,3,4,1
E101553,2021-07-25,2,2,3
E101554,2023-09-06,1,1,2
E101555,2020-09-30,5,5,1
E101555,2021-08-31,1,3,3
E101555,2020-01-29,2,2,3
E101556,2020-10-19,3,4,2
E101557,2020-10-17,2,5,3
E101557,2019-11-22,4,3,2
E101558,2019-11-25,1,1,3
E101558,2023-03-08,4,1,3
E101559,2022-04-15,2,3,1
E101560,2019-12-08,3,4,3
E101561,2022-08-19,5,4,3
E101561,2023-08-07,2,3,1
E101561,2022-12-16,1,1,3
E101562,2023-06-18,5,2,1
E101562,2022-05-25,3,5,2
E101563,2019-05-14,5,1,2
E101564,2023-10-25,4,3,2
E101565,2019-03-18,1,5,1
E101565,2019-11-20,4,4,2
E101565,2023-05-24,3,1,4
E101566,2022-10-06,2,5,3
E101567,2022-05-25,3,4,3
E101567,2019-07-22,5,5,1
E101568,2022-05-10,4,5,1
E101568,2023-08-11,3,3,3
E101569,2021-04-26,1,3,4
E101569,2019-03-13,5,3,3
E101569,2023-04-05,5,2,3
E101570,2019-05-16,5,1,3
E101570,2019-05-17,4,2,3
E101570,2023-02-14,1,2,1
E101571,2019-05-11,2,5,4
E101571,2023-01-03,3,4,4
E101572,2020-08-17,2,2,3
E101573,2023-10-22,1,4,2
E101573,2022-09-23,5,4,5
E101574,2022-04-19,1,1,4
E101574,2022-07-14,1,1,1
E101575,2020-02-10,3,4,2
E101575,2021-02-18,2,5,5
E101575,2023-03-18,3,1,3
E101576,2023-09-01,4,3,2
E101576,2020-02-26,3,2,5
E101577,2022-06-05,4,1,3
E101578,2020-03-07,1,3,1
E101579,2019-11-23,4,1,3
E101580,2020-04-17,1,4,2
E101580,2022-07-17,1,4,5
E101581,2023-10-21,3,2,4
E101581,2022-03-21,5,4,5
E101581,2021-04-26,5,2,2
E101582,2022-11-22,5,5,4
E101583,2019-09-13,1,4,1
E101583,2019-11-01,1,3,1
E101583,2019-04-07,5,4,5
E101584,2022-06-19,5,1,4
E101584,2021-10-11,5,4,5
E101585,2021-08-14,5,2,5
E101585,2022-04-16,1,4,5
E101586,2020-07-08,5,3,2
E101586,2019-11-15,2,5,5
E101587,2023-05-19,3,2,5
E101587,2021-02-18,2,2,2
E101588,2021-01-12,2,2,2
E101588,2022-04-27,1,4,5
E101589,2023-03-24,3,1,2
E101590,2023-11-03,5,1,1
E101590,2020-06-15,5,3,3
E101591,2023-09-20,1,2,3
E101592,2022-08-19,4,3,2
E101592,2022-05-30,4,2,4
E101593,2021-06-25,2,3,1
E101593,2022-01-15,4,5,4
E101594,2021-07-20,2,5,2
E101594,2021-02-10,3,5,1
E101595,2019-10-20,3,2,4
E101595,2022-04-26,2,3,5
E101595,2020-05-25,3,4,4
E101596,2020-01-07,5,4,5
E101596,2019-05-29,2,1,1
E101597,2021-09-19,2,2,1
E101597,2022-06-07,3,3,1
E101597,2023-05-30,2,3,1
E101598,2020-06-27,1,5,4
E101598,2021-07-12,2,1,1
E101598,2021-06-06,3,3,1
E101599,2023-03-10,5,5,4
E101599,2020-05-16,1,3,2
E101599,2022-11-21,2,3,4
E101600,2022-08-25,5,1,4
E101600,2020-10-30,2,1,5
E101601,2020-11-02,1,1,3
E101601,2020-05-26,5,1,4
E101602,2021-06-08,2,1,3
E101602,2020-07-17,1,1,1
E101603,2020-06-16,4,5,3
E101604,2023-08-27,1,5,1
E101604,2021-02-09,1,3,1
E101604,2020-05-04,1,2,4
E101605,2022-05-28,1,1,1
E101606,2023-08-08,3,4,4
E101606,2019-08-20,2,2,5
E101607,2022-09-09,2,2,2
E101607,2021-03-26,3,1,1
E101608,2022-12-18,5,5,4
E101608,2022-08-27,4,2,4
E101608,2022-04-30,4,3,2
E101609,2019-11-22,2,5,5
E101610,2020-09-28,1,1,5
E101611,2021-01-21,2,2,5
E101612,2020-05-01,4,5,3
E101613,2021-05-13,1,4,2
E101613,2023-04-28,4,2,1
E101614,2023-04-16,5,1,3
E101615,2023-02-07,3,1,4
E101615,2022-12-31,3,5,3
E101615,2020-10-29,5,2,3
E101616,2020-08-19,5,4,2
E101616,2023-03-25,1,1,5
E101616,2023-10-28,2,3,1
E101617,2023-10-24,1,5,5
E101617,2021-12-10,2,5,2
E101617,2022-07-17,5,3,2
E101618,2021-02-02,4,3,2
E101618,2021-07-31,1,4,1
E101619,2020-09-03,2,3,5
E101619,2021-11-19,5,1,4
E101619,2019-08-17,4,5,4
E101620,2020-02-22,1,3,3
E101620,2021-05-05,3,3,1
E101620,2023-05-15,3,2,3
E101621,2020-07-14,5,2,3
E101621,2023-02-27,3,4,5
E101622,2023-04-06,5,5,2
E101622,2020-08-02,5,3,2
E101622,2023-09-18,1,5,3
E101623,2021-12-29,2,3,5
E101623,2022-09-12,2,3,2
E101623,2020-04-19,5,4,4
E101624,2022-01-16,3,3,2
E101625,2019-08-04,5,5,4
E101626,2022-05-29,4,3,2
E101626,2019-10-22,3,1,1
E101626,2022-02-24,2,1,1
E101627,2019-09-30,5,3,1
E101628,2023-07-08,2,5,2
E101629,2021-03-21,5,4,1
E101629,2021-04-28,5,5,2
E101630,2020-01-14,5,3,1
E101631,2020-06-09,5,1,1
E101632,2019-09-19,3,4,3
E101632,2021-11-02,5,3,1
E101632,2021-10-27,2,5,1
E101633,2019-11-11,3,1,5
E101633,2023-06-24,4,2,3
E101633,2019-10-05,4,5,4
E101634,2019-12-22,5,2,2
E101635,2023-03-19,5,5,3
E101636,2019-08-02,2,1,2
E101636,2023-06-19,1,2,5
E101637,2022-03-30,1,4,4
E101638,2023-11-03,2,4,3
E101638,2022-06-06,1,1,2
E101639,2021-04-24,2,5,3
E101639,2023-03-31,5,4,5
E101640,2022-11-18,4,1,5
E101640,2022-01-15,3,3,3
E101641,2020-06-29,3,1,5
E101641,2019-03-24,1,2,2
E101641,2023-10-10,2,4,4
E101642,2022-10-17,4,5,1
E101643,2022-06-18,1,1,4
E101644,2021-08-01,1,3,3
E101644,2020-09-05,4,3,2
E101644,2023-03-10,1,4,1
E101645,2019-07-04,2,4,5
E101645,2023-08-24,5,3,3
E101645,2022-06-27,3,4,2
E101646,2019-12-22,1,5,3
E101647,2021-10-22,1,1,3
E101647,2019-03-27,1,4,3
E101648,2023-05-01,5,3,3
E101648,2020-11-25,2,1,2
E101649,2020-08-15,5,1,5
E101649,2023-02-14,3,5,4
E101649,2020-09-07,1,4,1
E101650,2022-11-06,2,3,4
E101650,2021-07-02,1,3,1
E101650,2022-07-19,5,1,2
E101651,2022-03-07,1,3,1
E101651,2023-05-05,2,3,5
E101652,2021-05-19,3,1,3
E101652,2020-04-15,3,1,2
E101653,2020-07-03,1,1,5
E101653,2020-11-01,4,1,2
E101654,2021-05-26,2,4,3
E101654,2021-09-26,1,1,3
