candidate_id,job_role,hire_date,time_to_hire,source,offer_accepted
C31485,Operations Analyst,2021-11-22,15,Job Portal,Yes
C31486,HR Executive,2021-12-12,21,Referral,Yes
C31487,Data Analyst,2021-08-01,22,Referral,Yes
C31488,Data Analyst,2022-04-15,63,Job Portal,No
C31489,Sales Executive,2022-10-11,39,Campus,Yes
C31490,HR Business Partner,2023-11-02,21,Referral,Yes
C31491,Accountant,2022-07-13,17,Campus,Yes
C31492,Account Manager,2021-06-30,48,Campus,No
C31493,HR Business Partner,2022-02-20,48,Campus,Yes
C31494,Software Engineer,2022-12-01,29,Job Portal,Yes
C31495,Sales Executive,2023-10-06,87,Job Portal,Yes
C31496,Operations Analyst,2023-09-07,21,Job Portal,Yes
C31497,Financial Analyst,2022-10-07,75,Job Portal,Yes
C31498,Operations Analyst,2023-04-12,26,Campus,No
C31499,HR Executive,2023-04-25,51,Job Portal,Yes
C31500,Financial Analyst,2023-06-27,53,Job Portal,Yes
C31501,Process Manager,2021-05-26,46,Referral,Yes
C31502,Operations Analyst,2022-07-07,66,Referral,Yes
C31503,Process Manager,2022-06-16,18,Referral,Yes
C31504,HR Business Partner,2022-01-05,26,Referral,Yes
C31505,Process Manager,2023-03-12,87,Campus,Yes
C31506,HR Executive,2021-04-13,42,Agency,Yes
C31507,Financial Analyst,2022-06-06,61,Referral,No
C31508,Account Manager,2021-11-23,20,Referral,Yes
C31509,Operations Analyst,2023-02-11,23,Job Portal,Yes
C31510,Financial Analyst,2021-08-08,80,Referral,Yes
C31511,Accountant,2022-12-21,88,Job Portal,Yes
C31512,Software Engineer,2023-08-16,51,Referral,Yes
C31513,Operations Analyst,2021-09-06,34,Job Portal,Yes
C31514,Process Manager,2021-10-10,53,Job Portal,Yes
C31515,QA Engineer,2021-06-24,62,Job Portal,No
C31516,Operations Analyst,2023-10-14,33,Campus,No
C31517,Financial Analyst,2021-05-28,76,Referral,No
C31518,Account Manager,2022-03-04,54,Agency,Yes
C31519,Financial Analyst,2022-10-30,59,Agency,No
C31520,Sales Executive,2022-12-26,88,Referral,Yes
C31521,HR Business Partner,2022-10-20,42,Job Portal,Yes
C31522,Data Analyst,2021-05-29,24,Agency,Yes
C31523,Process Manager,2023-08-20,35,Agency,Yes
C31524,Sales Executive,2021-11-04,54,Agency,Yes
C31525,Operations Analyst,2022-12-03,78,Referral,Yes
C31526,Account Manager,2021-05-16,42,Agency,No
C31527,Operations Analyst,2021-07-17,27,Agency,No
C31528,Sales Executive,2023-09-02,66,Job Portal,Yes
C31529,QA Engineer,2023-01-13,35,Job Portal,Yes
C31530,HR Executive,2021-11-01,32,Referral,No
C31531,Operations Analyst,2023-10-12,52,Referral,Yes
C31532,Process Manager,2021-03-31,74,Referral,Yes
C31533,Operations Analyst,2021-10-24,74,Job Portal,Yes
C31534,QA Engineer,2022-08-21,31,Referral,No
C31535,HR Executive,2023-09-23,21,Job Portal,Yes
C31536,Operations Analyst,2023-07-21,32,Referral,Yes
C31537,Process Manager,2021-07-05,73,Referral,Yes
C31538,Sales Executive,2022-08-14,51,Job Portal,Yes
C31539,Sales Executive,2021-03-21,76,Referral,Yes
C31540,Process Manager,2021-11-21,23,Job Portal,No
C31541,QA Engineer,2021-02-17,43,Job Portal,No
C31542,Software Engineer,2023-04-21,32,Referral,Yes
C31543,QA Engineer,2021-09-22,64,Job Portal,Yes
C31544,Account Manager,2022-08-19,84,Referral,No
C31545,Process Manager,2022-11-04,60,Agency,Yes
C31546,Sales Executive,2023-06-15,86,Job Portal,No
C31547,HR Business Partner,2022-12-17,26,Job Portal,No
C31548,Operations Analyst,2022-08-29,35,Campus,No
C31549,HR Business Partner,2023-05-24,73,Agency,Yes
C31550,Operations Analyst,2022-10-26,40,Campus,Yes
C31551,Software Engineer,2022-05-02,45,Job Portal,Yes
C31552,HR Business Partner,2021-07-01,66,Referral,Yes
C31553,HR Business Partner,2021-06-22,19,Referral,Yes
C31554,Sales Executive,2023-03-08,20,Job Portal,No
C31555,QA Engineer,2023-10-18,46,Referral,Yes
C31556,QA Engineer,2021-06-03,60,Referral,Yes
C31557,Accountant,2022-03-30,81,Agency,No
C31558,HR Business Partner,2022-12-02,59,Referral,Yes
C31559,Operations Analyst,2021-09-02,62,Referral,Yes
C31560,Operations Analyst,2023-04-09,18,Referral,Yes
C31561,Software Engineer,2022-08-09,56,Job Portal,Yes
C31562,Accountant,2023-07-23,62,Job Portal,Yes
C31563,HR Business Partner,2021-09-11,72,Campus,No
C31564,Sales Executive,2023-02-03,49,Job Portal,Yes
C31565,Process Manager,2021-11-25,17,Job Portal,Yes
C31566,HR Business Partner,2023-05-10,19,Job Portal,Yes
C31567,Software Engineer,2022-03-03,22,Campus,No
C31568,Process Manager,2021-04-07,20,Job Portal,No
C31569,Account Manager,2023-02-12,57,Job Portal,Yes
C31570,Accountant,2021-10-16,77,Campus,No
C31571,HR Executive,2022-02-09,31,Referral,No
C31572,QA Engineer,2023-04-07,28,Campus,Yes
C31573,QA Engineer,2022-04-21,54,Job Portal,Yes
C31574,Operations Analyst,2023-01-27,36,Agency,Yes
C31575,Sales Executive,2023-06-29,38,Job Portal,Yes
C31576,Sales Executive,2021-06-30,44,Campus,Yes
C31577,QA Engineer,2023-04-12,39,Job Portal,No
C31578,QA Engineer,2022-12-13,53,Job Portal,Yes
C31579,Process Manager,2023-01-13,56,Job Portal,No
C31580,Software Engineer,2022-01-21,24,Referral,Yes
C31581,HR Executive,2021-07-01,29,Agency,Yes
C31582,Software Engineer,2022-07-22,26,Job Portal,No
C31583,Accountant,2022-04-13,68,Job Portal,Yes
C31584,Operations Analyst,2023-01-16,73,Job Portal,No
C31585,QA Engineer,2022-03-06,41,Job Portal,No
C31586,HR Business Partner,2021-09-22,51,Job Portal,Yes
C31587,HR Business Partner,2021-05-16,56,Job Portal,Yes
C31588,QA Engineer,2023-06-19,32,Job Portal,Yes
C31589,Operations Analyst,2021-03-17,79,Job Portal,Yes
C31590,Account Manager,2023-09-27,52,Job Portal,Yes
C31591,HR Business Partner,2023-09-09,57,Agency,No
C31592,Sales Executive,2023-01-08,62,Referral,Yes
C31593,Data Analyst,2022-12-21,37,Referral,Yes
C31594,HR Business Partner,2021-11-22,69,Campus,Yes
C31595,Sales Executive,2023-06-26,37,Campus,Yes
C31596,Accountant,2023-08-19,54,Referral,No
C31597,Data Analyst,2022-08-01,58,Referral,Yes
C31598,Data Analyst,2021-03-24,83,Job Portal,Yes
C31599,Software Engineer,2023-09-13,53,Referral,Yes
C31600,Sales Executive,2023-02-03,88,Job Portal,Yes
C31601,Account Manager,2023-08-31,81,Job Portal,Yes
C31602,Data Analyst,2023-05-14,73,Job Portal,No
C31603,Software Engineer,2022-12-29,57,Job Portal,Yes
C31604,Operations Analyst,2023-01-22,34,Job Portal,Yes
C31605,Operations Analyst,2023-03-22,86,Referral,Yes
C31606,Process Manager,2023-01-20,64,Job Portal,Yes
C31607,Accountant,2021-10-12,75,Referral,Yes
C31608,QA Engineer,2022-07-15,65,Job Portal,Yes
C31609,Accountant,2022-04-20,71,Referral,Yes
C31610,Data Analyst,2022-05-27,80,Campus,Yes
C31611,Financial Analyst,2022-01-25,32,Job Portal,No
C31612,Account Manager,2023-08-31,34,Referral,No
C31613,Data Analyst,2022-11-17,59,Referral,No
C31614,Sales Executive,2023-02-17,70,Job Portal,Yes
C31615,Account Manager,2022-10-11,45,Agency,Yes
C31616,Operations Analyst,2023-01-13,40,Campus,Yes
C31617,HR Executive,2021-11-20,43,Campus,Yes
C31618,Financial Analyst,2023-09-18,63,Job Portal,Yes
C31619,Accountant,2021-08-31,46,Referral,Yes
C31620,Financial Analyst,2023-09-22,39,Job Portal,Yes
C31621,Account Manager,2023-06-22,20,Job Portal,Yes
C31622,Process Manager,2022-10-24,51,Campus,Yes
C31623,Sales Executive,2023-07-14,27,Referral,Yes
C31624,QA Engineer,2023-07-08,88,Referral,No
C31625,HR Business Partner,2022-06-16,53,Job Portal,No
C31626,Operations Analyst,2023-04-26,83,Referral,Yes
C31627,Financial Analyst,2021-02-26,72,Job Portal,Yes
C31628,Software Engineer,2022-09-06,32,Job Portal,Yes
C31629,HR Business Partner,2022-01-21,53,Referral,No
C31630,QA Engineer,2021-10-22,59,Campus,Yes
C31631,Financial Analyst,2022-10-15,60,Referral,No
C31632,Software Engineer,2021-07-01,21,Agency,Yes
C31633,Account Manager,2021-09-17,70,Job Portal,Yes
C31634,Operations Analyst,2021-06-13,39,Job Portal,Yes
C31635,Process Manager,2022-07-12,27,Referral,No
C31636,Process Manager,2022-03-13,35,Campus,No
C31637,Account Manager,2021-07-23,76,Referral,Yes
C31638,HR Executive,2022-12-08,25,Referral,No
C31639,HR Business Partner,2023-09-18,70,Referral,No
C31640,QA Engineer,2022-04-13,87,Job Portal,Yes
C31641,Sales Executive,2023-10-16,61,Referral,Yes
C31642,Data Analyst,2021-07-05,57,Job Portal,Yes
C31643,Financial Analyst,2023-01-18,67,Job Portal,Yes
C31644,Accountant,2022-11-25,41,Job Portal,Yes
C31645,Account Manager,2021-02-24,65,Referral,Yes
C31646,Accountant,2021-10-23,27,Job Portal,No
C31647,Data Analyst,2022-11-08,85,Campus,Yes
C31648,HR Executive,2022-11-24,79,Job Portal,Yes
C31649,Software Engineer,2023-03-12,34,Referral,Yes
C31650,Software Engineer,2023-03-12,32,Referral,Yes
C31651,HR Business Partner,2021-12-17,26,Referral,Yes
C31652,HR Business Partner,2022-06-06,42,Referral,Yes
C31653,Operations Analyst,2021-04-21,85,Referral,Yes
C31654,Process Manager,2022-09-14,65,Referral,Yes
C31655,Software Engineer,2021-07-18,89,Agency,Yes
C31656,Process Manager,2021-09-08,56,Referral,Yes
C31657,Financial Analyst,2022-02-06,61,Job Portal,No
C31658,Process Manager,2023-02-27,55,Referral,No
C31659,Financial Analyst,2023-09-25,29,Job Portal,Yes
C31660,Accountant,2023-06-12,55,Job Portal,Yes
C31661,HR Executive,2023-07-03,53,Campus,Yes
C31662,HR Executive,2021-03-11,44,Job Portal,Yes
C31663,Accountant,2021-10-11,28,Job Portal,No
C31664,Software Engineer,2021-09-05,72,Campus,No
C31665,Sales Executive,2023-04-29,24,Campus,Yes
C31666,Account Manager,2022-07-26,79,Job Portal,No
C31667,HR Executive,2021-05-31,20,Job Portal,Yes
C31668,Operations Analyst,2023-08-28,17,Agency,No
C31669,Account Manager,2021-05-09,83,Referral,Yes
C31670,Financial Analyst,2022-07-03,52,Campus,No
C31671,Software Engineer,2021-10-02,29,Job Portal,Yes
C31672,Sales Executive,2023-02-27,51,Job Portal,Yes
C31673,Data Analyst,2023-06-23,32,Referral,Yes
C31674,Operations Analyst,2021-10-27,30,Job Portal,Yes
C31675,QA Engineer,2023-05-10,74,Campus,Yes
C31676,QA Engineer,2023-06-25,45,Referral,Yes
C31677,Accountant,2021-05-13,47,Referral,Yes
C31678,Process Manager,2023-09-30,19,Agency,Yes
C31679,HR Executive,2023-09-12,34,Job Portal,Yes
C31680,QA Engineer,2023-08-11,47,Campus,Yes
C31681,Software Engineer,2021-07-11,44,Referral,Yes
C31682,HR Executive,2023-02-09,80,Campus,No
C31683,Operations Analyst,2022-04-02,22,Campus,No
C31684,HR Executive,2022-05-05,56,Job Portal,No
C31685,Accountant,2022-01-13,63,Referral,Yes
C31686,Accountant,2023-06-29,48,Referral,Yes
C31687,HR Business Partner,2022-06-02,74,Job Portal,Yes
C31688,Software Engineer,2021-06-26,49,Referral,Yes
C31689,Financial Analyst,2022-07-07,34,Agency,No
C31690,Data Analyst,2021-03-20,55,Job Portal,No
C31691,HR Business Partner,2021-12-29,27,Job Portal,Yes
C31692,Process Manager,2021-09-25,35,Job Portal,Yes
C31693,Software Engineer,2021-08-31,44,Job Portal,Yes
C31694,Process Manager,2023-07-08,29,Referral,Yes
C31695,HR Business Partner,2023-09-27,24,Job Portal,Yes
C31696,HR Executive,2022-08-19,24,Job Portal,Yes
C31697,HR Business Partner,2022-07-23,68,Job Portal,Yes
C31698,Data Analyst,2021-06-29,25,Referral,Yes
C31699,Accountant,2021-09-26,27,Job Portal,Yes
C31700,Financial Analyst,2023-06-09,56,Referral,Yes
C31701,Account Manager,2022-06-21,15,Job Portal,Yes
C31702,QA Engineer,2023-09-17,71,Agency,Yes
C31703,Financial Analyst,2022-08-17,39,Referral,Yes
C31704,HR Business Partner,2022-11-22,41,Referral,Yes
C31705,Sales Executive,2022-08-28,66,Job Portal,Yes
C31706,QA Engineer,2023-06-21,72,Referral,Yes
C31707,HR Business Partner,2022-11-24,60,Campus,Yes
C31708,Accountant,2022-05-13,75,Referral,Yes
C31709,Account Manager,2023-03-05,63,Referral,Yes
C31710,Financial Analyst,2021-08-09,22,Job Portal,Yes
C31711,Financial Analyst,2021-12-26,19,Campus,Yes
C31712,Software Engineer,2023-05-19,24,Job Portal,No
C31713,Accountant,2021-05-12,64,Referral,Yes
C31714,Operations Analyst,2021-07-10,81,Referral,Yes
C31715,QA Engineer,2022-03-14,48,Referral,Yes
C31716,Data Analyst,2022-12-05,52,Referral,Yes
C31717,Software Engineer,2023-09-24,41,Job Portal,No
C31718,Sales Executive,2023-06-07,86,Job Portal,Yes
C31719,HR Executive,2021-07-04,58,Agency,No
C31720,Accountant,2022-05-31,89,Job Portal,Yes
C31721,Financial Analyst,2021-12-10,16,Referral,Yes
C31722,Data Analyst,2023-10-22,77,Agency,No
C31723,Accountant,2022-03-15,79,Referral,No
C31724,Accountant,2023-08-17,48,Referral,Yes
C31725,HR Executive,2022-09-25,76,Referral,Yes
C31726,Account Manager,2022-08-13,71,Referral,Yes
C31727,Process Manager,2022-06-15,77,Referral,Yes
C31728,Process Manager,2023-10-13,29,Job Portal,Yes
C31729,QA Engineer,2023-05-11,37,Referral,No
C31730,HR Business Partner,2023-10-01,53,Campus,Yes
C31731,QA Engineer,2023-01-03,16,Referral,Yes
C31732,Data Analyst,2021-12-06,28,Job Portal,Yes
C31733,Software Engineer,2022-04-20,75,Job Portal,Yes
C31734,Operations Analyst,2023-02-17,45,Job Portal,Yes
C31735,HR Business Partner,2021-02-27,76,Referral,Yes
C31736,QA Engineer,2021-03-22,25,Campus,Yes
C31737,Data Analyst,2022-02-13,87,Job Portal,No
C31738,Data Analyst,2023-09-04,62,Referral,Yes
C31739,QA Engineer,2021-12-06,64,Referral,Yes
C31740,Operations Analyst,2021-06-15,66,Job Portal,No
C31741,Account Manager,2022-05-23,25,Job Portal,Yes
C31742,Data Analyst,2023-04-22,85,Campus,Yes
C31743,Data Analyst,2023-01-03,34,Job Portal,Yes
C31744,Data Analyst,2022-02-26,88,Campus,No
C31745,Financial Analyst,2023-08-19,47,Agency,Yes
C31746,Process Manager,2021-06-09,57,Referral,No
C31747,Sales Executive,2022-01-27,87,Job Portal,No
C31748,Accountant,2022-10-12,39,Job Portal,Yes
C31749,HR Business Partner,2021-11-01,32,Campus,No
C31750,Operations Analyst,2023-03-22,82,Campus,Yes
C31751,Data Analyst,2021-04-02,70,Referral,Yes
C31752,Sales Executive,2022-04-02,83,Agency,No
C31753,Account Manager,2021-04-06,23,Campus,Yes
C31754,HR Business Partner,2023-01-05,40,Job Portal,Yes
C31755,HR Executive,2023-10-23,80,Job Portal,No
C31756,HR Executive,2022-10-09,87,Referral,Yes
C31757,Operations Analyst,2023-07-28,70,Campus,Yes
C31758,Financial Analyst,2023-10-17,59,Job Portal,Yes
C31759,Data Analyst,2023-05-11,81,Job Portal,Yes
C31760,Account Manager,2021-10-20,15,Job Portal,Yes
C31761,QA Engineer,2022-07-02,64,Referral,Yes
C31762,Financial Analyst,2021-06-27,70,Job Portal,Yes
C31763,HR Executive,2023-10-10,34,Referral,Yes
C31764,HR Executive,2023-04-26,80,Referral,Yes
C31765,Data Analyst,2021-07-05,41,Referral,Yes
C31766,Process Manager,2021-06-24,77,Referral,No
C31767,QA Engineer,2023-04-26,52,Job Portal,Yes
C31768,Software Engineer,2021-05-19,34,Job Portal,Yes
C31769,Financial Analyst,2022-03-26,35,Campus,Yes
C31770,HR Business Partner,2021-05-09,85,Referral,Yes
C31771,Financial Analyst,2023-02-16,53,Referral,Yes
C31772,Account Manager,2021-12-21,67,Referral,Yes
C31773,Accountant,2023-07-08,52,Job Portal,Yes
C31774,HR Executive,2023-09-19,70,Job Portal,No
C31775,Software Engineer,2021-07-17,86,Campus,Yes
C31776,Account Manager,2021-10-27,86,Campus,Yes
C31777,Operations Analyst,2021-12-03,39,Job Portal,Yes
C31778,Accountant,2022-10-01,68,Job Portal,No
C31779,Sales Executive,2022-01-12,79,Job Portal,Yes
C31780,Software Engineer,2021-09-18,74,Campus,Yes
C31781,Account Manager,2023-04-15,85,Agency,Yes
C31782,Process Manager,2023-04-20,60,Job Portal,No
C31783,Account Manager,2022-04-07,78,Referral,Yes
C31784,Account Manager,2022-03-28,89,Referral,Yes
C31785,Accountant,2021-10-27,77,Job Portal,Yes
C31786,Process Manager,2022-08-08,22,Job Portal,Yes
C31787,Data Analyst,2023-08-01,45,Job Portal,No
C31788,HR Executive,2023-01-25,36,Job Portal,Yes
C31789,HR Executive,2021-11-22,83,Job Portal,Yes
C31790,Process Manager,2022-04-14,28,Agency,Yes
C31791,HR Executive,2022-06-13,82,Agency,Yes
C31792,QA Engineer,2023-06-03,50,Referral,No
C31793,Operations Analyst,2022-06-23,46,Job Portal,Yes
C31794,Process Manager,2022-02-01,61,Referral,No
C31795,Account Manager,2021-06-04,76,Referral,Yes
C31796,Financial Analyst,2022-10-22,32,Agency,Yes
C31797,Account Manager,2021-05-08,21,Job Portal,Yes
C31798,QA Engineer,2022-10-28,58,Job Portal,Yes
C31799,Accountant,2023-07-20,32,Referral,Yes
